SCHOOL_ID,SCHOOL_NM,SCH_ADDR,GRADE_CAT,GRADES,SCH_TYPE,LNG,LAT
610089,MURPHY,"3539 W Grace St, 60618",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7168318549,41.9500777536
610090,MURRAY,"5335 S Kenwood Ave, 60615",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.5933404059,41.798535485
610091,"BROWN, R","12607 S Union Ave, 60628",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.638957725,41.6648733502
610092,NASH,"4837 W Erie St, 60644",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7479358786,41.891809751
610093,NEIL,"8555 S Michigan Ave, 60619",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6209334548,41.7384065949
610094,NETTELHORST,"3252 N Broadway St, 60657",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6445612217,41.9416365548
610095,NEWBERRY,"700 W Willow St, 60614",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6459902518,41.9139472177
610096,NIGHTINGALE,"5250 S Rockwell St, 60632",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6891388641,41.797714379
610097,NIXON,"2121 N Keeler Ave, 60639",ES,"PK, K, 1, 2, 3, 4, 5, 6",District,-87.7314200914,41.9195814532
610098,NOBEL,"4127 W Hirsch St, 60651",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7299546321,41.9061551534
610099,NORWOOD PARK,"5900 N Nina Ave, 60631",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.8029794402,41.9881525067
610100,WEST PARK,"1425 N Tripp Ave, 60651",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7324430962,41.9069072055
610102,OGLESBY,"7646 S Green St, 60620",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6454694968,41.7546700633
610103,O'KEEFFE,"6940 S Merrill Ave, 60649",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.5728059552,41.7686023123
610104,ONAHAN,"6634 W Raven St, 60631",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7931082556,41.9937903501
610105,ORIOLE PARK,"5424 N Oketo Ave, 60656",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.8120540393,41.9785013767
610106,PICCOLO,"1040 N Keeler Ave, 60651",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7312605958,41.9001396559
610107,OTIS,"525 N Armour St, 60642",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6654262361,41.8918060823
610108,O'TOOLE,"6550 S Seeley Ave, 60636",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6748649999,41.7745710739
610109,OWEN,"8247 S Christiana Ave, 60652",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7057490873,41.7428499222
610110,"WELLS, I","249 E 37th St, 60653",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.61977966,41.8273552668
610111,PALMER,"5051 N Kenneth Ave, 60630",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7392129453,41.9732893936
610112,PARKER,"6800 S Stewart Ave, 60621",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6340858564,41.7707797959
610115,PARK MANOR,"7037 S Rhodes Ave, 60637",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6115455929,41.7664765437
610116,PARKSIDE,"6938 S East End Ave, 60649",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.5829543833,41.7685551906
610117,PASTEUR,"5825 S Kostner Ave, 60629",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7326664551,41.7868953772
610120,PECK,"3826 W 58th St, 60629",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.719216261,41.7878989708
610121,IRVING,"749 S Oakley Blvd, 60612",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6836156516,41.871595492
610122,PEIRCE,"1423 W Bryn Mawr Ave, 60660",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6658500364,41.9834557926
610123,PENN,"1616 S Avers Ave, 60623",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.722385548,41.8583724201
610124,"WASHINGTON, H","9130 S University Ave, 60619",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.5962566161,41.728534143
610125,RUIZ,"2410 S Leavitt St, 60608",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6807445353,41.8481009397
610126,PERSHING,"3200 S Calumet Ave, 60616",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6183376541,41.8365269536
610127,PETERSON,"5510 N Christiana Ave, 60625",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7125825774,41.9815571384
610128,GARVEY,"10309 S Morgan St, 60643",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6475771653,41.7066028595
610129,PICKARD,"2301 W 21st Pl, 60608",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.683290743,41.852900395
610130,PIRIE,"650 E 85th St, 60619",ES,"PK, K, 1, 2, 3, 4, 5, 6",District,-87.6078911371,41.7403402338
610131,PLAMONDON,"2642 W 15th Pl, 60608",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6925257507,41.8602588993
610132,POE,"10538 S Langley Ave, 60628",ES,"K, 1, 2, 3, 4, 5, 6",District,-87.6064191738,41.7026300017
610133,"WARD, L","646 N Lawndale Ave, 60624",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7187972928,41.8932356106
610135,PORTAGE PARK,"5330 W Berteau Ave, 60641",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7610070039,41.9569876374
610136,PRESCOTT,"1632 W Wrightwood Ave, 60614",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6695275037,41.9288411007
610137,PRUSSING,"4650 N Menard Ave, 60630",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7724141663,41.9656190718
610138,PULASKI,"2230 W McLean Ave, 60647",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6838014305,41.9184862786
610139,PULLMAN,"11311 S Forrestville Ave, 60628",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6094309671,41.688819353
610141,RAVENSWOOD,"4332 N Paulina St, 60613",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.670922419,41.960745693
610142,RAY,"5631 S Kimbark Ave, 60637",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.5947520723,41.7923478809
610143,REAVIS,"834 E 50th St, 60615",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.60492543,41.804173792
610144,REILLY,"3650 W School St, 60618",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7195405443,41.941093991
610145,REINBERG,"3425 N Major Ave, 60634",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7689826184,41.9430188961
610146,REVERE,"1010 E 72nd St, 60619",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6001768238,41.7641958647
610147,ROGERS,"7345 N Washtenaw Ave, 60645",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6971853935,42.0152650462
610148,CHAVEZ,"4747 S Marshfield Ave, 60609",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6660369339,41.8071428313
610152,RUGGLES,"7831 S Prairie Ave, 60619",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6180664478,41.7519455763
610153,RYDER,"8716 S Wallace St, 60620",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6388427003,41.7353793898
610155,SAUGANASH,"6040 N Kilpatrick Ave, 60646",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7459514446,41.9911692464
610157,SAWYER,"5248 S Sawyer Ave, 60632",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7050057809,41.7974982034
610158,SAYRE,"1850 N Newland Ave, 60707",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7987207052,41.9141506305
610159,SCAMMON,"4201 W Henderson St, 60641",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7321787773,41.9416776043
610163,STOCK,"7507 W Birchwood Ave, 60631",ES,PK,District,-87.8141946546,42.0168916418
610165,SCHUBERT,"2727 N Long Ave, 60639",ES,"PK, K, 1, 2, 3, 4, 5",District,-87.7611904688,41.9304033166
610167,SEWARD,"4600 S Hermitage Ave, 60609",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.668772011,41.8103332411
610170,COLUMBIA EXPLORERS,"4520 S Kedzie Ave, 60632",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7041985906,41.8110686097
610171,MIRELES,"9000 S Exchange Ave, 60617",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.552787944,41.7317169166
610172,SHERMAN,"1000 W 52nd St, 60609",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.650221446,41.7997662058
610173,SHERWOOD,"245 W 57th St, 60621",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6322793817,41.7908002437
610174,SHIELDS,"4250 S Rockwell St, 60632",ES,"PK, K, 1, 2, 3, 4",District,-87.6896472357,41.8159094869
610175,SHOESMITH,"1330 E 50th St, 60615",ES,"K, 1, 2, 3, 4, 5, 6",District,-87.593904942,41.804294017
610176,SHOOP,"11140 S Bishop St, 60643",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6586690525,41.6909188772
610177,SKINNER,"1260 W Adams St, 60607",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6594189761,41.8791025434
610178,SCHMID,"9755 S Greenwood Ave, 60628",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.5969318814,41.7169888728
610179,SMYSER,"4310 N Melvina Ave, 60634",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7819745381,41.9588680364
610180,SMYTH,"1059 W 13th St, 60608",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.653445027,41.8653510185
610182,SOLOMON,"6206 N Hamlin Ave, 60659",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7240426332,41.9939423333
610183,SPENCER TECH ACAD,"214 N Lavergne Ave, 60644",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7504447314,41.8848763988
610185,STEVENSON,"8010 S Kostner Ave, 60652",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7316656847,41.7471068794
610188,DUNNE TECH ACAD,"10845 S Union Ave, 60628",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6399736047,41.6964961639
610191,STONE,"6239 N Leavitt St, 60659",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6847927859,41.995359052
610192,STOWE,"3444 W Wabansia Ave, 60647",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7133175011,41.9119380796
610193,NEW SULLIVAN,"8331 S Mackinaw Ave, 60617",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.5429276085,41.7438285246
610194,SUMNER,"4320 W 5th Ave, 60624",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7335239513,41.8708283789
610195,SUTHERLAND,"10015 S Leavitt St, 60643",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6768211725,41.7114450709
610196,SWIFT,"5900 N Winthrop Ave, 60660",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6582960797,41.989139061
610197,TALCOTT,"1840 W Ohio St, 60622",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6737227242,41.892404612
610198,TAYLOR,"9912 S Avenue H, 60617",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.5329707673,41.7154703761
610199,COLEMON,"1441 W 119th St, 60643",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6581108383,41.6775054472
610200,"THORP, J","8914 S Buffalo Ave, 60617",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.5442799761,41.7333242386
610201,"THORP, O","6024 W Warwick Ave, 60634",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7776312953,41.9485713119
610202,TILTON,"223 N Keeler Ave, 60624",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.730566385,41.8841022416
610203,TONTI,"5815 S Homan Ave, 60629",ES,"PK, K, 1, 2, 3, 4, 5",District,-87.708179184,41.7875232299
610206,TWAIN,"5134 S Lotus Ave, 60638",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7589284013,41.7990463976
610207,VANDERPOEL,"9510 S Prospect Ave, 60643",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6655586219,41.7208170345
610208,LAVIZZO,"138 W 109th St, 60628",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.627147688,41.6962623476
610209,VOLTA,"4950 N Avers Ave, 60625",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7246052243,41.9716340018
610212,ALBANY PARK,"4929 N Sawyer Ave, 60625",ES,"7, 8",District,-87.7106087883,41.971504444
610213,WADSWORTH,"6650 S Ellis Ave, 60637",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6010181122,41.7734778983
610215,MADERO,"3202 W 28th St, 60623",ES,"6, 7, 8",District,-87.7050642603,41.8409569119
610216,WALSH,"2015 S Peoria St, 60608",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6480861747,41.8548357478
610217,"WARD, J","2701 S Shields Ave, 60616",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6353557886,41.8439800895
610218,WARREN,"9239 S Jeffery Ave, 60617",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.5753525491,41.7267629095
610219,"WASHINGTON, G","3611 E 114th St, 60617",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.5360152993,41.6881314842
610220,WATERS,"4540 N Campbell Ave, 60625",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6913325114,41.9643654045
610221,WEBSTER,"4055 W Arthington St, 60624",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7275243748,41.8699158585
610223,WENTWORTH,"1340 W 71st St, 60636",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6582048359,41.7650758968
610225,WHISTLER,"11533 S Ada St, 60643",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6553838216,41.6839070103
610226,SANDOVAL,"5534 S Saint Louis Ave, 60629",ES,"PK, K, 1, 2, 3, 4, 5",District,-87.7109873322,41.7923460844
610227,WHITNEY,"2815 S Komensky Ave, 60623",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7255456424,41.8400804275
610228,WHITTIER,"1900 W 23rd St, 60608",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6733916546,41.8504808873
610229,PRITZKER,"2009 W Schiller St, 60622",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6777609813,41.9070530053
610230,WILDWOOD,"6950 N Hiawatha Ave, 60646",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7783448617,42.0074906702
610231,NATIONAL TEACHERS,"55 W Cermak Rd, 60616",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.62930833,41.8527997704
610234,YATES,"1839 N Richmond St, 60647",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.700280313,41.9150385478
610235,YOUNG,"1434 N Parkside Ave, 60651",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7671428455,41.9067905746
610237,BEETHOVEN,"25 W 47th St, 60609",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6271368053,41.8091347579
610238,BOND,"7050 S May St, 60621",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6530177864,41.7653605667
610239,DALEY,"5024 S Wolcott Ave, 60609",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6722064019,41.8023428683
610242,BRENNEMANN,"4251 N Clarendon Ave, 60613",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6497491648,41.9599841556
610244,CLARK HS,"5101 W Harrison St, 60644",HS,"8, 9, 10, 11, 12",District,-87.7533248719,41.8728850057
610245,DOUGLASS HS,"543 N Waller Ave, 60644",HS,"9, 10, 11, 12",District,-87.7676684561,41.8903686302
610246,BEASLEY,"5255 S State St, 60609",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6256915787,41.7984649602
610248,CHICAGO ACAD ES,"3400 N Austin Ave, 60634",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7781868032,41.9430559198
610249,TALMAN,"5450 S Talman Ave, 60632",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6902608393,41.7940480512
610250,SALAZAR,"160 W Wendell St, 60610",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6336324344,41.9014165347
610251,CATHER,"2908 W Washington Blvd, 60612",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6991870086,41.882949925
610252,DETT,"2131 W Monroe St, 60612",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6803149669,41.8798698213
610254,DVORAK TECH ACAD,"3615 W 16th St, 60623",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7157435713,41.8588834469
610256,ROBINSON,"4225 S Lake Park Ave, 60653",ES,"PK, K, 1, 2, 3",District,-87.5990667713,41.8173493274
610257,MORTON,"431 N Troy St, 60612",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7051078302,41.8891781349
610263,DULLES,"6311 S Calumet Ave, 60637",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6172141793,41.7799004942
610268,ASHE,"8505 S Ingleside Ave, 60619",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6011744082,41.7401837914
610269,MCCUTCHEON,"4865 N Sheridan Rd, 60640",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6547584482,41.9709490832
610271,JENSEN,"3030 W Harrison St, 60612",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7022410528,41.8738149479
610274,JOHNSON,"1420 S Albany Ave, 60623",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7031387624,41.8618361921
610276,MOLLISON,"4415 S Dr Martin L King Jr Dr, 60653",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6166179444,41.8143582835
610279,TANNER,"7350 S Evans Ave, 60619",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6067910349,41.7606726356
610281,POWELL,"7511 S South Shore Dr, 60649",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.5567892487,41.7603318005
610282,MCNAIR,"4820 W Walton St, 60651",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.746730779,41.8978190697
610284,NEW FIELD,"1707 W Morse Ave, 60626",ES,"PK, K, 1, 2, 3",District,-87.6731683283,42.0077025712
610287,ASHBURN,"8300 S St Louis Ave, 60652",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7096096819,41.7423505673
610290,MAYS,"6656 S Normal Blvd, 60621",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6372773472,41.7727274978
610291,LEE,"6448 S Tripp Ave, 60629",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7288842925,41.7753053877
610293,MELODY,"3937 W Wilcox St, 60624",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.724661231,41.8787989323
610295,HIGGINS,"11710 S Morgan St, 60643",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6469940375,41.6810313706
610298,LENART,"8101 S LaSalle St, 60620",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.628040363,41.7471859185
610299,KING,"644 W 71st St, 60621",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6413345402,41.76533498
610300,WESTCOTT,"409 W 80th St, 60620",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6347505161,41.7488682257
610304,PHOENIX MILITARY HS,"145 S Campbell Ave, 60612",HS,"9, 10, 11, 12",District,-87.6869602185,41.8791182315
610305,LELAND,"512 S Lavergne Ave, 60644",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7492755544,41.8735867806
610308,RUDOLPH,"110 N Paulina St, 60612",ES,PK,District,-87.669476709,41.8835681685
610312,MCDOWELL,"1419 E 89th St, 60619",ES,"PK, K, 1, 2, 3, 4, 5",District,-87.589589499,41.7331323137
610313,DIEGO,"1313 N Claremont Ave, 60622",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6857562034,41.9052938538
610315,WHITE,"1136 W 122nd St, 60643",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6505385419,41.672309407
610316,EARHART,"1710 E 93rd St, 60617",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.582181738,41.7261074559
610317,BRIGHTON PARK,"3825 S Washtenaw Ave, 60632",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6920769295,41.8239000009
610319,EVERGREEN MS,"3537 S Paulina St, 60609",ES,"6, 7, 8",District,-87.6678165117,41.8293556193
610321,"MARSHALL, T MS","3900 N Lawndale Ave, 60618",ES,"7, 8",District,-87.7199881166,41.952491861
610323,BOWEN HS,"2710 E 89th St, 60617",HS,"9, 10, 11, 12",District,-87.557550034,41.7346267209
610325,LOGANDALE MS,"3212 W George St, 60618",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7080408766,41.9339701962
610329,OROZCO,"1940 W 18th St, 60608",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6752104591,41.85775481
610334,RABY HS,"3545 W Fulton Blvd, 60624",HS,"9, 10, 11, 12",District,-87.7154231197,41.88621006
610339,STAGG,"7424 S Morgan St, 60621",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6492166933,41.7589247326
610340,CHGO ACAD HS,"3400 N Austin Ave, 60634",HS,"9, 10, 11, 12",District,-87.776846566,41.9430544911
610342,SABIN,"2216 W Hirsch St, 60622",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6830499423,41.9068158102
610345,WOODSON,"4414 S Evans Ave, 60653",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6084187686,41.8144987962
610347,CLAREMONT,"2300 W 64th St, 60636",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6810611971,41.7775105082
610350,BLACK,"9101 S Euclid Ave, 60619",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.5766429513,41.7296923617
610352,DURKIN PARK,"8445 S Kolin Ave, 60652",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7299552926,41.7388439413
610353,CALMECA,"3456 W 38th St, 60632",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7116536402,41.8243773278
610354,NORTH RIVER,"4416 N Troy St, 60625",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7071507286,41.961721057
610355,COURTENAY,"4420 N Beacon St, 60640",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.663852963,41.9623077724
610357,SPRY HS,"2400 S Marshall Blvd, 60623",HS,"9, 10, 11",District,-87.6989461063,41.8477616953
610362,EVERS,"9811 S Lowe Ave, 60628",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6393054686,41.7156653581
610363,DISNEY,"4140 N Marine Dr, 60613",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6460827438,41.9568161312
610364,DUBOIS,"330 E 133rd St, 60827",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6143200102,41.6537329819
610366,WACKER,"9746 S Morgan St, 60643",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6480443235,41.7161932962
610367,DEPRIEST,"139 S Parkside Ave, 60644",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7662975549,41.8779788337
610368,"HUGHES, L","240 W 104th St, 60628",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6298686592,41.7053423221
610369,"JACKSON, M","917 W 88th St, 60620",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6467667342,41.7341254726
610380,"WILLIAMS, D","4934 S Wabash Ave, 60615",HS,"9, 10, 11, 12",District,-87.6250299802,41.8061175974
610381,BRONZEVILLE HS,"4934 S Wabash Ave, 60615",HS,"9, 10, 11, 12",District,-87.6250044685,41.8052041708
610383,GREATER LAWNDALE HS,"3120 S Kostner Ave, 60623",HS,"9, 10, 11, 12",District,-87.7352994692,41.8335072748
610384,INFINITY HS,"3120 S Kostner Ave, 60623",HS,"9, 10, 11, 12",District,-87.7352779612,41.836168819
610385,MULTICULTURAL ACAD SCHOLARSHIP,"3120 S Kostner Ave, 60623",HS,"9, 10, 11, 12",District,-87.7352832975,41.8352818738
610386,PEACE AND EDUCATION HS,"4946 S Paulina St, 60609",HS,"10, 11, 12",District,-87.667377765,41.8035147161
610389,ORR HS,"730 N Pulaski Rd, 60624",HS,"9, 10, 11, 12",District,-87.7261663315,41.8944488267
610390,RICKOVER HS,"5900 N Glenwood Ave, 60660",HS,"9, 10, 11, 12",District,-87.6657885083,41.98902071
610391,LINDBLOM HS,"6130 S Wolcott Ave, 60636",HS,"7, 8, 9, 10, 11, 12",District,-87.6716618501,41.7820408035
610392,WORLD LANGUAGE HS,"3120 S Kostner Ave, 60623",HS,"9, 10, 11, 12",District,-87.7352922169,41.8343966176
610394,UPLIFT HS,"900 W Wilson Ave, 60640",HS,"9, 10, 11, 12",District,-87.652473346,41.9655474621
610396,TARKINGTON,"3330 W 71st St, 60629",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7064446481,41.7644070762
610402,DEVRY HS,"3300 N Campbell Ave, 60618",HS,"11, 12",District,-87.6907613918,41.9413876402
610405,SUDER,"2022 W Washington Blvd, 60612",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6776361121,41.8832145178
